"MOSCHOVAKIS","MATH 114C","Crs Readers Recursion And Computation","Moschovakis","https://coverimages.verbacompete.com/no_image.jpg","9789891809763","160673"
"HOLLENBECK","MANG 260A","E-Crs Customer Assessment And Analytics","Hollenbeck","https://coverimages.verbacompete.com/no_image.jpg","9780318002187","160920"
"HOLLENBECK","MANG 260A","E-Crs Customer Assessment And Analytics","Hollenbeck","https://coverimages.verbacompete.com/no_image.jpg","9780318002187","160921"
"ROTHSTEIN","MUSIC 403\52","Crs Harmony I","Rothstein","https://coverimages.verbacompete.com/no_image.jpg","9789891809985","160935"
"WOOD","MANG 433\02","Crs Security Analysis","Wood","https://coverimages.verbacompete.com/no_image.jpg","9788891797353","160937"
"ROY","SOCW M110","Crs Inequality And Democracy","Roy","https://coverimages.verbacompete.com/no_image.jpg","9789891800005","160938"
"ROY","URBP M110","Crs Inequality And Democracy","Roy","https://coverimages.verbacompete.com/no_image.jpg","9789891800005","160939"
"BRIDGEWATER","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160941"
"BRIDGEWATER","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","160941"
"BRIDGEWATER","COMMST 1","Thank You For Arguing (Rev & Upd)","Heinrichs","https://coverimages.verbacompete.com/1ecb11f8-8f75-5466-8cad-096094f4a174.jpg","9780385347754","160941"
"BRIDGEWATER","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160942"
"BRIDGEWATER","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","160942"
"BRIDGEWATER","COMMST 1","Thank You For Arguing (Rev & Upd)","Heinrichs","https://coverimages.verbacompete.com/1ecb11f8-8f75-5466-8cad-096094f4a174.jpg","9780385347754","160942"
"MACK","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160946"
"MACK","COMMST 1","Rulebook For Arguments","Weston","https://coverimages.verbacompete.com/b9963e93-519d-596e-8246-728ee7065407.jpg","9780872209541","160946"
"MACK","COMMST 1","Words Like Loaded Pistols","Leith","https://coverimages.verbacompete.com/ac330c6e-e15b-5a0d-82d6-05eaa1e75546.jpg","9780465096190","160946"
"MACK","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160947"
"MACK","COMMST 1","Rulebook For Arguments","Weston","https://coverimages.verbacompete.com/b9963e93-519d-596e-8246-728ee7065407.jpg","9780872209541","160947"
"MACK","COMMST 1","Words Like Loaded Pistols","Leith","https://coverimages.verbacompete.com/ac330c6e-e15b-5a0d-82d6-05eaa1e75546.jpg","9780465096190","160947"
"CORBETT","MANG 410","E-Crs Operations Technology Management","Corbett &amp; Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318002231","160960"
"CORBETT","MANG 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","160960"
"CORBETT","MANG 410","E-Crs Operations Technology Management","Corbett &amp; Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318002231","160961"
"CORBETT","MANG 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","160961"
"ROELS","MANG 410","E-Crs Operations Technology Management","Corbett &amp; Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318002231","160962"
"ROELS","MANG 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","160962"
"ROELS","MANG 410","E-Crs Operations Technology Management","Corbett &amp; Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318002231","160963"
"ROELS","MANG 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","160963"
"ROELS","MANG 410","E-Crs Operations Technology Management","Corbett &amp; Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318002231","160964"
"ROELS","MANG 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","160964"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","160969"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","160970"
"KOCHIAN","COMMST 1","Speech 1 Reader (Version 12)","Kochian","https://coverimages.verbacompete.com/no_image.jpg","9789925711413","160971"
"IELTS PREP","ALC 975","Cambridge Ielts 7","Cambridge Esol","https://coverimages.verbacompete.com/9eabf020-25c6-5118-b65d-0f5ebc6d5417.jpg","9780521739177","160974"
"IELTS PREP","ALC 975","Ielts Trainer (W/ Cds)","Hashemi","https://coverimages.verbacompete.com/571f340d-9bcb-5963-97d5-0ab50ca16856.jpg","9780521128209","160974"
"IELTS PREP","ALC 975","Ready For Ielts","Mccarter","https://coverimages.verbacompete.com/9ef9aa45-a702-577b-ae21-a004b56b296d.jpg","9780230732186","160974"
"BRIDGEWATER","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160976"
"BRIDGEWATER","COMMST 1","Essential Gt Rhetoric","Keith","https://coverimages.verbacompete.com/e4c82c57-47aa-5242-a201-77d890f98ee0.jpg","9780312472399","160976"
"BRIDGEWATER","COMMST 1","Thank You For Arguing (Rev & Upd)","Heinrichs","https://coverimages.verbacompete.com/1ecb11f8-8f75-5466-8cad-096094f4a174.jpg","9780385347754","160976"
"FERAMISCO","COMMST 1","Concise Public Speaking Handbook","Beebe","https://coverimages.verbacompete.com/0adff9d5-659e-5b31-b379-a0872e26f286.jpg","9780205897216","160977"
"MANHEIM","LAW 148","Crs Constitutional Law","Manheim","https://coverimages.verbacompete.com/no_image.jpg","9788891799579","160978"
"MANHEIM","LAW 148","Crs Constitutional Law","Manheim","https://coverimages.verbacompete.com/no_image.jpg","9788891799579","160979"
"SCHWANER","ARCH 472\4E","Landscape Graphics (Revised)","Reid","https://coverimages.verbacompete.com/a9bbfac7-9eea-5f29-8e8d-28215472a71a.jpg","9780823073337","160980"
"POURROY","EDUC 122","Child Family & Community","Gonzalez Mena","https://coverimages.verbacompete.com/fa9c92ea-10af-59e9-8721-e2f13ac2bb2e.jpg","9780134042275","160987"
"CASEY","MGMT 430\38","Case Approach To Financial Planning","Grable","https://coverimages.verbacompete.com/bd486e5b-4d1e-5125-955d-94dc1e720a3a.jpg","9781945424021","161004"
"CASEY","MGMT 430\38","Personal Financial Planning Theory & Practice","Kaplan","https://coverimages.verbacompete.com/no_image.jpg","9781475440867","161004"
"WILLIAMS","MGMT 124","Fundamentals Advanced Accounting (Loose-Leaf)","Hoyle","https://coverimages.verbacompete.com/03e16e9c-aeb4-5299-9efc-0367e0d19bee.jpg","9780077632267","161008"
"ZHANG","MANG 266B","E-Crs Advertising And Marketing Communications","Zhang","https://coverimages.verbacompete.com/no_image.jpg","9780318002262","161009"
"ZHANG","MANG 266B","E-Crs Advertising And Marketing Communications","Zhang","https://coverimages.verbacompete.com/no_image.jpg","9780318002262","161010"
"GASPAR DE ALBA","CHICANO 19","Translation Nation","Tobar","https://coverimages.verbacompete.com/1ea71441-d4ed-5a42-b488-c0e011419af7.jpg","9781594481765","161011"
"GASPAR DE ALBA","CHICANO 19","Twilight ","Smith","https://coverimages.verbacompete.com/cc2bf584-7ae0-5574-82fd-6235286684b7.jpg","9780385473767","161011"
"WHITE","MGMT 450\36","Beyond Hr","Boudreau","https://coverimages.verbacompete.com/d4821243-7d7b-5230-a28b-f3546aedd12c.jpg","9781422104156","161018"
"PIRE","THEA 407\78","Truth In Comedy ","Halpern","https://coverimages.verbacompete.com/c35b3783-82b9-574e-a97c-85bfee4a6a7e.jpg","9781566080033","161022"
"COHEN/WEXLER","XPUBH 10","Crs Current Topics In Emerging Technologies","Mccaney","https://coverimages.verbacompete.com/no_image.jpg","9789891800074","161024"
"MCCANEY","MANG 275","Crs Current Topics In Emerging Technologies","Mccaney","https://coverimages.verbacompete.com/no_image.jpg","9789891800074","161025"
"LEFKO","LAW 108B","Crs Lawyering Skills B","Lefko","https://coverimages.verbacompete.com/no_image.jpg","9789891800081","161027"
"TANG","MANG 240F","Crs Global Supply Chain Management","Tang","https://coverimages.verbacompete.com/no_image.jpg","9789891800104","161028"
"CORBETT","MGMT 410","E-Crs Operations Technology Management","Corbett/Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318000947","161031"
"CORBETT","MGMT 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","161031"
"CORBETT","MGMT 410","E-Crs Operations Technology Management","Corbett/Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318000947","161032"
"CORBETT","MGMT 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","161032"
"BRAVO PLAZA","MGMT 410","E-Crs Operations Technology Management","Corbett/Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318000947","161033"
"BRAVO PLAZA","MGMT 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","161033"
"BRAVO PLAZA","MGMT 410","E-Crs Operations Technology Management","Corbett/Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318000947","161034"
"BRAVO PLAZA","MGMT 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","161034"
"BRAVO PLAZA","MGMT 410","E-Crs Operations Technology Management","Corbett/Bravo","https://coverimages.verbacompete.com/no_image.jpg","9780318000947","161035"
"BRAVO PLAZA","MGMT 410","Goal","Goldratt","https://coverimages.verbacompete.com/caec8d1f-7d0b-5792-8427-217ded53d75f.jpg","9780884271956","161035"
"WHITE","DENT 205","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161036"
"WHITE","DENT 209","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161037"
"WHITE","DENT CL402","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161038"
"WHITE","DENT CL403","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161039"
"WHITE","DENT CL404","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161040"
"FARRELL","MANG 298D","E-Crs Managing Disruptive Technologies & Business Models","Farrell","https://coverimages.verbacompete.com/no_image.jpg","9780318002323","161043"
"SOOD","MANG 298D","E-Crs Entertainment Business Models","Sood/Sloan","https://coverimages.verbacompete.com/no_image.jpg","9780318002330","161044"
"MOORAD","MANG 298D","E-Crs Sports Management","Moorad","https://coverimages.verbacompete.com/no_image.jpg","9780318002347","161045"
"MOORAD","MANG 298D","E-Crs Sports Management","Moorad","https://coverimages.verbacompete.com/no_image.jpg","9780318002347","161046"
"JOHNSON","MANG 273","E-Crs Innovations In Sports Marketing","Johnson","https://coverimages.verbacompete.com/e2fa80fc-6fa9-5e64-8ff3-8eec0be2bc15.jpg","9780318002354","161047"
"WARRELL","ESL 433C","Models For Writers","Rosa","https://coverimages.verbacompete.com/ca6abe0a-500a-57c2-b2a7-57eee113b540.jpg","9781457667848","161052"
"WARRELL","ESL 433C","Models For Writers","Rosa","https://coverimages.verbacompete.com/ca6abe0a-500a-57c2-b2a7-57eee113b540.jpg","9781457667848","161053"
"SHARKEY","ESL 433C","Models For Writers","Rosa","https://coverimages.verbacompete.com/ca6abe0a-500a-57c2-b2a7-57eee113b540.jpg","9781457667848","161054"
"REECE/GARDNER","ALC 975","Crs American Pronunciation","Alc Reece/Gardner","https://coverimages.verbacompete.com/no_image.jpg","9789891807257","161059"
"NEUWIRTH","ALC 975","Crs Street Talk","Alc Masear","https://coverimages.verbacompete.com/no_image.jpg","9789891804980","161060"
"407","ALC 975","Crs Reading/Writing Course Reader","Alc Thomas","https://coverimages.verbacompete.com/no_image.jpg","9789891805178","161061"
"406","ALC 975","Crs Reading / Writing","Alc Staff","https://coverimages.verbacompete.com/no_image.jpg","9789891809336","161062"
"FRANKEL","ENGCOM 3 APS COURSE READER","Crs Course Reader","Frankel","https://coverimages.verbacompete.com/no_image.jpg","9789891800135","161063"
"FRANKEL","AAP 3","Crs Course Reader","Frankel","https://coverimages.verbacompete.com/no_image.jpg","9789891800135","161064"
"FRANKEL","ENGCOM 3","Crs Course Reader","Frankel","https://coverimages.verbacompete.com/no_image.jpg","9789891800135","161065"
"FRANKEL","ENGCOM 3","Crs Course Reader","Frankel","https://coverimages.verbacompete.com/no_image.jpg","9789891800135","161066"
"MCDEVITT","ECON 11","Microeconomic Theory (10th)","Nicholson","https://coverimages.verbacompete.com/9653452a-d716-5d5a-8226-9bf3dcba854c.jpg","9780324421620","161068"
"MCDEVITT","ECON 11","Microeconomic Theory(11th)(Nicholson)","Ebk Coursesmart","https://coverimages.verbacompete.com/no_image.jpg","9781133185659","161068"
"GUERIN","MANG 108","Crs Business Law","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800166","161072"
"GUERIN","MANG 108","Crs Business Law","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800166","161073"
"GUERIN","MANG 108 READERS BUSINESS LAW","Crs Business Law","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800166","161074"
"GUERIN","MANG 108","Crs Business Law","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800166","161075"
"GUERIN","MANG 224 APS TOPICS IN BUSINESS LAW","Crs Law For Managers And For Entrepreneurs","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800432","161078"
"GUERIN","MANG 224 CRS LAW FOR MANAGERS AND FOR ENTREPRENEURS","Crs Law For Managers And For Entrepreneurs","Guerin","https://coverimages.verbacompete.com/no_image.jpg","9789891800432","161079"
"GUERIN","MANG 224","Business Law","Clarkson","https://coverimages.verbacompete.com/36d9372e-0b7b-534d-9dbb-5b7aab2d9588.jpg","9781285185248","161080"
"GUERIN","MANG 224","Business Law","Clarkson","https://coverimages.verbacompete.com/36d9372e-0b7b-534d-9dbb-5b7aab2d9588.jpg","9781285185248","161081"
"WHITE","DENT 205","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161083"
"WHITE","DENT 209","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161084"
"WHITE","DENT CL402","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161085"
"WHITE","DENT CL403","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161086"
"WHITE","DENT CL404","Crs Endodontic Technique Manual","White","https://coverimages.verbacompete.com/no_image.jpg","9789891800111","161087"
"KARLAN","MGMT 180","Real Estate Finance & Investments","Brueggeman","https://coverimages.verbacompete.com/02541360-443e-5fc3-8851-4da4e4b3abf6.jpg","9780073377339","161090"
"KANE","LIFESCI 1","Biology ","Morris","https://coverimages.verbacompete.com/no_image.jpg","9781319067809","161091"
"KANE","LIFESCI 1","I - Clicker 2 (New Copies Incld Reef Mobile 6mo Access)","Holtzbrinck","https://coverimages.verbacompete.com/no_image.jpg","9781498601634","161091"
"KANE","LIFESCI 1","Launchpad Biology How Life Works (24 Mo) Access","Morris","https://coverimages.verbacompete.com/no_image.jpg","9781319015992","161091"
"KANE","LIFESCI 1","Biology ","Morris","https://coverimages.verbacompete.com/no_image.jpg","9781319067793","161091"
"FALSAFI","LAW 640","Crs Higher Education","Falsafi","https://coverimages.verbacompete.com/no_image.jpg","9789891800180","161092"
"CHAMBERS","NURS 400","Medical Dict For Health Professions & Nursing (W/Bind-In Access & Cd)","Stedman","https://coverimages.verbacompete.com/7ebd4a64-1531-542a-9e46-5f9b9e039360.jpg","9781608316922","161094"
"CHAMBERS","NURS 400","Medical Terminology (W/13 Flashcards & Cd Only)","Cohen","https://coverimages.verbacompete.com/8ae1e62f-0d78-50e7-9f76-f5c301f7927d.jpg","9781496318886","161094"
"SUTHANA","PSYCH 207","Single Neuron Studies Of The Human Brain ","Fried","https://coverimages.verbacompete.com/94bae6c0-09e1-5a3b-85ee-bf76b196a2c4.jpg","9780262027205","161101"
"GOODWIN","ESL 38B","Crs Pronunciation For International Ta's","Goodwin","https://coverimages.verbacompete.com/no_image.jpg","9789891800197","161105"
"GOODWIN","ESL 38B","Crs Pronunciation For International Ta's","Goodwin","https://coverimages.verbacompete.com/no_image.jpg","9789891800197","161106"
"GOODWIN","ESL 38B","Crs Pronunciation For International Ta's","Goodwin","https://coverimages.verbacompete.com/no_image.jpg","9789891800197","161107"
"GOODWIN","ESL 38B","Crs Pronunciation For International Ta's","Goodwin","https://coverimages.verbacompete.com/no_image.jpg","9789891800197","161108"
"GOODWIN","ESL 38B","Crs Pronunciation For International Ta's","Goodwin","https://coverimages.verbacompete.com/no_image.jpg","9789891800197","161109"
"OSHEA","WLARTS 204","Body & Soul","Wacquant","https://coverimages.verbacompete.com/8af00549-2432-55a0-bb05-963a577fbf95.jpg","9780195305623","161125"
"OSHEA","WLARTS 204","Body In Pain","Scarry","https://coverimages.verbacompete.com/68d032e1-38a1-5ba8-a524-57aaca732d97.jpg","9780195049961","161125"
"OSHEA","WLARTS 204","Choreographing Empathy","Foster","https://coverimages.verbacompete.com/dfcbb0a3-9f62-57d0-ae0e-24a42d351839.jpg","9780415596565","161125"
"OSHEA","WLARTS 204","Cultural Locations Of Disability","Snyder","https://coverimages.verbacompete.com/a2537ed8-9eed-530a-8f3c-595f69bbbe3a.jpg","9780226767321","161125"
