"BOUSTAN","HIST M182A","Early Judaism ","Jaffee","https://coverimages.verbacompete.com/b79a16a2-e479-5fe4-9fb9-f7befccd72c5.jpg","9781883053932","141728"
"BOUSTAN","HIST M182A","Harper Collins Study Bible (Rev & Updtd)","Bible","https://coverimages.verbacompete.com/473bbf54-25e6-5cfc-bf7b-1c3ebd2448e0.jpg","9780060786847","141728"
"LOOBY","HIST M299","Cecil Dreeme","Winthrop","https://coverimages.verbacompete.com/75accc9c-d76f-50f0-bce5-37200bfdf257.jpg","9780812223651","141732"
"LOOBY","HIST M299","Hermaphrodite","Howe","https://coverimages.verbacompete.com/51dd682a-338e-51ec-8e12-05e487d7d969.jpg","9780803218871","141732"
"LOOBY","HIST M299","Billy Budd Sailor","Melville","https://coverimages.verbacompete.com/8ce7734b-418e-516d-b023-8baca648adc9.jpg","9780226321325","141732"
"JUNG-KIM","HNRS 132","Greenwich Village ","Treacy","https://coverimages.verbacompete.com/3b470743-c9e6-5d0e-bcb5-63efa76a1786.jpg","9780393938906","141736"
"CREESE","HNRS 21W","David Hockney","Melia","https://coverimages.verbacompete.com/ed426ead-6f6e-5475-999e-ddcc808cf8fe.jpg","9783791337180","141744"
"CREESE","HNRS 21W","Essential Pinter","Pinter","https://coverimages.verbacompete.com/3fb6a6f6-ccbd-5f2b-a2b6-2ed752953fd5.jpg","9780802142696","141744"
"CREESE","HNRS 21W","Flowers Of Evil","Baudelaire","https://coverimages.verbacompete.com/a4072e1a-6a6c-52cc-96bf-09b9f2b53fb9.jpg","9780199535583","141744"
"CREESE","HNRS 21W","Matisse & Picasso ","Flam","https://coverimages.verbacompete.com/13e38801-2bb8-5683-8265-ceb7903de8db.jpg","9780813390468","141744"
"CREESE","HNRS 21W","Modernism","Gay","https://coverimages.verbacompete.com/e39790eb-2338-5a32-874b-d04b88b7295e.jpg","9780393333961","141744"
"CREESE","HNRS 21W","Poetry Drama & Prose (Ed Pethica)","Yeats","https://coverimages.verbacompete.com/a3802642-5a4e-5779-acdb-0c324b3f5534.jpg","9780393974973","141744"
"CREESE","HNRS 21W","To The Lighthouse (Rev)","Woolf","https://coverimages.verbacompete.com/60ae1040-a1ac-5ca7-a149-77145acfeeef.jpg","9780156907392","141744"
"CREESE","HNRS 21W","Vineland","Pynchon","https://coverimages.verbacompete.com/612e98f8-facf-5f04-a8ad-01fa063d2273.jpg","9780141180632","141744"
"CREESE","HNRS 21W","Women In Love (Ed Farmer)","Lawrence","https://coverimages.verbacompete.com/7890904b-1463-522a-9141-c35ad68cb865.jpg","9780141441542","141744"
"FRANKLIN","HNRS 90","From Fu Manchu To Kung Fu Panda","Greene","https://coverimages.verbacompete.com/no_image.jpg","9780824838362","141747"
"FRANKLIN","HNRS 90","Guilty ","Shaheen","https://coverimages.verbacompete.com/95a5ca19-5081-5969-a441-aa400567e576.jpg","9781566566841","141747"
"FRANKLIN","HNRS 90","Hollywoods Africa After 1994","Higgins","https://coverimages.verbacompete.com/fb088592-6a3c-5532-8b98-a59090a91ab6.jpg","9780821420157","141747"
"FRANKLIN","HNRS 90","Latino Images In Film ","Berg","https://coverimages.verbacompete.com/d7db0014-c5c3-552a-8769-5708f30a5e9f.jpg","9780292709072","141747"
"LEWIS","HNRS M102","Myth Of Post - Racialism In Television News","Lewis","https://coverimages.verbacompete.com/4d029151-3460-5181-946d-3a0b18ed1af9.jpg","9781138812413","141748"
"SCHWEITZER","HPM 100","Changing The U.S. Health Care System","Kominsky","https://coverimages.verbacompete.com/c94d8ce5-6ed2-5956-85af-142d78336aa5.jpg","9781118128916","141749"
"DOBALIAN","HPM 200A","Changing The U.S. Health Care System","Kominsky","https://coverimages.verbacompete.com/c94d8ce5-6ed2-5956-85af-142d78336aa5.jpg","9781118128916","141751"
"DOBALIAN","HPM 200A","Understanding The Us Health Services System 4/E","Barton","https://coverimages.verbacompete.com/41b4babb-ecc0-59a8-be4b-05e8cc9dc2ad.jpg","9781567933383","141751"
"COMANOR","HPM 203A","Microeconomic Theory (W/Out Infoapps Access)","Nicholson","https://coverimages.verbacompete.com/b314dc3e-6820-5773-9b97-0c6a6851a542.jpg","9781111222901","141753"
"MACINKO","HPM 225A","Research Methods In Practice","Remler","https://coverimages.verbacompete.com/130b0cdd-a3e1-5e0d-a6ec-c72665b985bf.jpg","9781452276403","141755"
"KEELER","HPM 239A","Cost - Effectiveness Analysis In Health ","Muennig","https://coverimages.verbacompete.com/da46f5be-6b15-5eeb-a15b-094b0dd66377.jpg","9781119011262","141758"
"KEELER","HPM 239A","Decision Making In Health & Medicine","Hunink","https://coverimages.verbacompete.com/8464aaac-f7db-5801-bf98-b48210980f08.jpg","9781107690479","141758"
"COWGILL","HPM 286","Governing Health ","Weissert","https://coverimages.verbacompete.com/490175c2-9f2c-58ef-be78-6ce633dcf8c2.jpg","9781421406213","141761"
"COWGILL","HPM 286","Road To Nowhere","Hacker","https://coverimages.verbacompete.com/32025f6e-de92-5280-81a1-cc295bcdd360.jpg","9780691005287","141761"
"GALPER","HPM 403","Accounting Fundamentals For Health Care Management","Finkler","https://coverimages.verbacompete.com/7a239b0b-1133-5a31-9b30-38d3ba83954d.jpg","9781449645281","141762"
"THOMASSEN","HPM 436","Cases In Healthcare Finance","Gapenski","https://coverimages.verbacompete.com/1d22aaf0-d65f-5661-bbe1-e7e4d4f97388.jpg","9781567936117","141764"
"THOMASSEN","HPM 436","Healthcare Finance","Gapenski","https://coverimages.verbacompete.com/ad5d9b34-da06-554f-ae47-9280b177e31e.jpg","9781567937411","141764"
"HINSHAW","HPM 440A","Essentials Of Health Information Sys (W/ Access Code)","Balgorsky","https://coverimages.verbacompete.com/b1bd62a7-7efd-5572-80a0-7949aab61e79.jpg","9781284036114","141765"
"SCHWEITZER","HPM M236","Health Economics","Phelps","https://coverimages.verbacompete.com/92902525-46ef-5291-ba44-42ec1645cfbb.jpg","9780132948531","141768"
"SCHWEITZER","HPM M236","Microeconomics","Parkin","https://coverimages.verbacompete.com/0fb160f4-c56c-5fdb-88e2-b5ad13bc1a05.jpg","9780133872293","141768"
"MCCARTHY","HPM M255","Instant Recess ","Yancey","https://coverimages.verbacompete.com/ba0faf52-5277-59a2-a546-e4ec22eb8293.jpg","9780520263765","141769"
"LEE","HUMGEN M260A","Intro Bioinformatics Algorithms","Jones","https://coverimages.verbacompete.com/94ba727c-6c83-510f-95a1-21483a8a987e.jpg","9780262101066","141774"
"TAUB","IASTD 191","Bitter Chocolate ","Off","https://coverimages.verbacompete.com/bd53d858-4ef1-59f4-bcd8-ef5ed1195561.jpg","9781595589804","141777"
"TAUB","IASTD 191","Charlie & The Chocolate Factory","Dahl","https://coverimages.verbacompete.com/06dac8a6-0908-5a27-82f9-02fc37ef217b.jpg","9780142418215","141777"
"TAUB","IASTD 191","Chocolate As Medicine","Wilson","https://coverimages.verbacompete.com/0a0a7416-ae18-5911-a8b8-0d6315554053.jpg","9781849734110","141777"
"TAUB","IASTD 191","True History Of Chocolate","Coe","https://coverimages.verbacompete.com/9189831c-ade8-51e3-a987-94afff0db1f4.jpg","9780500290682","141777"
"TAUB","IASTD 191","Ghirardelli Chocolate Cookbook","Potter","https://coverimages.verbacompete.com/7ccc262f-7cc1-58e1-b5c9-8191d470333d.jpg","9781580088718","141777"
"TAUB","IASTD 191","Like Water For Chocolate","Esquivel","https://coverimages.verbacompete.com/fd2fd006-9249-5f05-9d7b-db9b2f9949c9.jpg","9780385420174","141777"
"TAUB","IASTD 191","Sacred Gifts Profane Pleasures","Norton","https://coverimages.verbacompete.com/dcf56a58-54d6-55a6-845c-6582512a2d60.jpg","9780801476327","141777"
"WATKINS","IESTD M150","Indo - European Lang & Culture","Fortson","https://coverimages.verbacompete.com/40d4f4df-7877-56bf-90c3-180750635a64.jpg","9781405188968","141783"
"WIJAYA","INDO 1","Beg Indonesian (V2) Lesson 1-15","Wolff","https://coverimages.verbacompete.com/33b93955-6d9e-54d8-8ebc-ffa00f390105.jpg","9780877275305","141785"
"BLANCHETTE","INFS 240","Myth Of The Paperless Office","Sellen","https://coverimages.verbacompete.com/4faa6061-00f0-5359-8026-72d4ba2c8996.jpg","9780262692830","141795"
"BLANCHETTE","INFS 240","On Paper","Basbanes","https://coverimages.verbacompete.com/00a03034-5507-5903-8041-dd6708c8db43.jpg","9780307279644","141795"
"KELLY","INFS 425","Designing Space For Children & Teens In Libraries & Public Places","Feinberg","https://coverimages.verbacompete.com/1669137a-960a-56fe-9dbf-9ec9e26b99de.jpg","9780838910207","141810"
"KELLY","INFS 425","Fundamentals Of Children's Services","Sullivan","https://coverimages.verbacompete.com/020ef23d-6631-5aad-a86d-8b6269a57364.jpg","9780838911884","141810"
"KELLY","INFS 425","Outstanding Library Service To Children","Cerny","https://coverimages.verbacompete.com/d3750dea-d8b9-5599-8431-818c7b0fd6ba.jpg","9780838909225","141810"
"KELLY","INFS 425","Twenty First Century Kids","Walter","https://coverimages.verbacompete.com/22fc61de-5f87-514d-bce1-94076d8aa999.jpg","9780838910078","141810"
"THE STAFF","INFS 430","Collection Devel & Mgmt F/21st Century Library Collections (W/Cd Only)","Gregory","https://coverimages.verbacompete.com/150d8802-b1c4-5b38-803b-622344d2820a.jpg","9781555706517","141811"
"SAYEED","ISLMST M110","Following Muhammad ","Ernst","https://coverimages.verbacompete.com/9e1e094b-a0e6-5910-82da-a796054a8553.jpg","9780807855775","141828"
"SAYEED","ISLMST M110","Muhammad ","Brown","https://coverimages.verbacompete.com/565af207-d1cb-5e8e-9e00-f70daea54325.jpg","9780199559282","141828"
"STAFF","JAPAN 1","Genki V1 ","Banno","https://coverimages.verbacompete.com/1609a974-cc0d-5884-9551-a8990ed04a29.jpg","9784789014403","141852"
"STAFF","JAPAN 1","Genki Wbk (V1) ","Banno","https://coverimages.verbacompete.com/202dddba-e082-5161-bae6-e12e85abbb41.jpg","9784789014410","141852"
"STAFF","JAPAN 1","English Grammar For Students Of Japanese","Hudson","https://coverimages.verbacompete.com/294e3fd2-bd12-5c75-a0c8-41f02bffea5e.jpg","9780934034166","141852"
"STAFF","JAPAN 1","Making Sense Of Japanese","Rubin","https://coverimages.verbacompete.com/af267bbf-6bbb-522f-a6e5-707cdbc0aec9.jpg","9781568364926","141852"
"STAFF","JAPAN 1","Genki V1 ","Banno","https://coverimages.verbacompete.com/1609a974-cc0d-5884-9551-a8990ed04a29.jpg","9784789014403","141853"
"STAFF","JAPAN 1","Genki Wbk (V1) ","Banno","https://coverimages.verbacompete.com/202dddba-e082-5161-bae6-e12e85abbb41.jpg","9784789014410","141853"
"STAFF","JAPAN 1","English Grammar For Students Of Japanese","Hudson","https://coverimages.verbacompete.com/294e3fd2-bd12-5c75-a0c8-41f02bffea5e.jpg","9780934034166","141853"
"STAFF","JAPAN 1","Making Sense Of Japanese","Rubin","https://coverimages.verbacompete.com/af267bbf-6bbb-522f-a6e5-707cdbc0aec9.jpg","9781568364926","141853"
"STAFF","JAPAN 1","Genki V1 ","Banno","https://coverimages.verbacompete.com/1609a974-cc0d-5884-9551-a8990ed04a29.jpg","9784789014403","141854"
"STAFF","JAPAN 1","Genki Wbk (V1) ","Banno","https://coverimages.verbacompete.com/202dddba-e082-5161-bae6-e12e85abbb41.jpg","9784789014410","141854"
"STAFF","JAPAN 1","English Grammar For Students Of Japanese","Hudson","https://coverimages.verbacompete.com/294e3fd2-bd12-5c75-a0c8-41f02bffea5e.jpg","9780934034166","141854"
"STAFF","JAPAN 1","Making Sense Of Japanese","Rubin","https://coverimages.verbacompete.com/af267bbf-6bbb-522f-a6e5-707cdbc0aec9.jpg","9781568364926","141854"
"STAFF","JAPAN 1","Genki V1 ","Banno","https://coverimages.verbacompete.com/1609a974-cc0d-5884-9551-a8990ed04a29.jpg","9784789014403","141855"
"STAFF","JAPAN 1","Genki Wbk (V1) ","Banno","https://coverimages.verbacompete.com/202dddba-e082-5161-bae6-e12e85abbb41.jpg","9784789014410","141855"
"STAFF","JAPAN 1","English Grammar For Students Of Japanese","Hudson","https://coverimages.verbacompete.com/294e3fd2-bd12-5c75-a0c8-41f02bffea5e.jpg","9780934034166","141855"
"STAFF","JAPAN 1","Making Sense Of Japanese","Rubin","https://coverimages.verbacompete.com/af267bbf-6bbb-522f-a6e5-707cdbc0aec9.jpg","9781568364926","141855"
"ASako Hayashi takakura","JAPAN 100A","Authentic Japanese","Kamada","https://coverimages.verbacompete.com/814382ea-d543-563b-ac7a-e583454da012.jpg","9784789014625","141857"
"ASako Hayashi takakura","JAPAN 100A","Authentic Japanese","Kamada","https://coverimages.verbacompete.com/814382ea-d543-563b-ac7a-e583454da012.jpg","9784789014625","141858"
"KAWANISHI","JAPAN 100R","Rapid Reading Japanese","Miura","https://coverimages.verbacompete.com/no_image.jpg","9784789015189","141859"
"IKEDA","JAPAN 101A","Crs Kanji For Advanced Reading","Ikeda","https://coverimages.verbacompete.com/no_image.jpg","9789891809428","141860"
"STAFF","JAPAN 4","Genki V2 ","Banno","https://coverimages.verbacompete.com/f9a2d105-1493-51c6-b568-0f562f6df80a.jpg","9784789014434","141866"
"STAFF","JAPAN 4","Genki Wbk V2 ","Banno","https://coverimages.verbacompete.com/18daa7a0-83ed-5c7e-beb5-7dc4ef357c0b.jpg","9784789014441","141866"
"STAFF","JAPAN 4","Genki V2 ","Banno","https://coverimages.verbacompete.com/f9a2d105-1493-51c6-b568-0f562f6df80a.jpg","9784789014434","141867"
"STAFF","JAPAN 4","Genki Wbk V2 ","Banno","https://coverimages.verbacompete.com/18daa7a0-83ed-5c7e-beb5-7dc4ef357c0b.jpg","9784789014441","141867"
"STAFF","JAPAN 4","Genki V2 ","Banno","https://coverimages.verbacompete.com/f9a2d105-1493-51c6-b568-0f562f6df80a.jpg","9784789014434","141868"
"STAFF","JAPAN 4","Genki Wbk V2 ","Banno","https://coverimages.verbacompete.com/18daa7a0-83ed-5c7e-beb5-7dc4ef357c0b.jpg","9784789014441","141868"
"DUTHIE","JAPAN 50","Brief Hist Japanese Civilization","Schirokauer","https://coverimages.verbacompete.com/71dc7bcd-2030-5ce9-a612-d985228b8654.jpg","9780495913252","141869"
"STAFF","JAPAN 70","Kokoro","Soseki","https://coverimages.verbacompete.com/873aa4f4-dac1-5043-8156-c05fa38f1f9d.jpg","9780895267153","141870"
"IWASAKI","JAPAN M120","Crs Introduction To Japanese Linguistics","Iwasaki","https://coverimages.verbacompete.com/no_image.jpg","9789891809350","141873"
"HAKAK","JEWISH 175","Crs A Book That Was Lost (Excerpts)","Hakak","https://coverimages.verbacompete.com/no_image.jpg","9789891804669","141875"
"HAKAK","JEWISH 175","Crs Modern Hebrew Literature Made Into Film Supplement","Hakak","https://coverimages.verbacompete.com/no_image.jpg","9789891802467","141875"
"HAKAK","JEWISH 175","Lover","Yehoshua","https://coverimages.verbacompete.com/429d4b1b-a520-5484-a1b5-6528ec61074d.jpg","9780156539128","141875"
"HAKAK","JEWISH 175","Mod Hebrew Literature Made Into Films","Hakak","https://coverimages.verbacompete.com/7bf55fa6-1876-59d3-b31f-8c963fa11a8e.jpg","9780761834199","141875"
"HAKAK","JEWISH 175","Tevye The Dairyman & The Railroad Stories","Aleichem","https://coverimages.verbacompete.com/5a6b973e-321b-520a-83ee-b1cc5909a571.jpg","9780805210699","141875"
"BAKHOS","JEWISH M10","Cambridge Guide To Jewish Hist Religion & Culture","Baskin","https://coverimages.verbacompete.com/f95b78c3-0b03-58fe-aeb5-a5ddb881361c.jpg","9780521689748","141878"
"BAKHOS","JEWISH M10","Essential Judaism","Robinson","https://coverimages.verbacompete.com/cbb3be7a-0337-5a82-9a27-2f1befd96260.jpg","9780671034818","141878"
"BAKHOS","JEWISH M10","Jewish Study Bible ","Jewish Pubn S","https://coverimages.verbacompete.com/716472e4-581e-5f38-91ba-a2cc47678e9e.jpg","9780199978465","141878"
"STAFF","KOREA 1","Integrated Korean ","Cho","https://coverimages.verbacompete.com/b93e3a6b-a115-5c3b-a23a-2be9866741d9.jpg","9780824834401","141882"
"STAFF","KOREA 1","Integrated Korean Wkbk ","Cho","https://coverimages.verbacompete.com/7a46e16c-cb73-5555-815b-d92a3e799b29.jpg","9780824834500","141882"
"MITSUNAGA","KOREA 100A","Yonsei Korean 3 - 1 (English Version)","Yonsei","https://coverimages.verbacompete.com/no_image.jpg","9788997578832","141890"
"MITSUNAGA","KOREA 100A","Yonsei Korean Reading 3 (Korean Edition)","Yonsei","https://coverimages.verbacompete.com/no_image.jpg","9788971419311","141890"
"MITSUNAGA","KOREA 100A","Yonsei Korean Wrkbk 3 - 1 (Korean Edition)","Yonsei","https://coverimages.verbacompete.com/no_image.jpg","9788968500077","141890"
"STAFF","KOREA 101A","Integ Korean Txt ","Lee","https://coverimages.verbacompete.com/1d79a15c-e40d-5a11-8a68-7966bb508845.jpg","9780824827519","141891"
"STAFF","KOREA 104A","Korean Composition","Paik","https://coverimages.verbacompete.com/506b2a03-f953-5dbc-b8d3-10827db7c691.jpg","9780824824778","141893"
"OAK","KOREA 172","Christianity In Korea","Buswell","https://coverimages.verbacompete.com/6e15adf2-b598-5d36-b171-ed9c89d8aa81.jpg","9780824832063","141896"
"OAK","KOREA 172","Making Of Korean Christianity","Oak","https://coverimages.verbacompete.com/a0f16795-e6b1-5b5c-aae5-499a391c55c3.jpg","9781602585768","141896"
"JUNG-KIM","KOREA 184A","Creative Women Of Korea","Kim Renaud","https://coverimages.verbacompete.com/587a7caa-499c-5f2d-b8f3-1b5cdf2a2542.jpg","9780765611888","141899"
"JUNG-KIM","KOREA 184A","Women & Confucianism In Choson Korea ","Kim","https://coverimages.verbacompete.com/26d9a561-248c-5444-8085-4dd31f5c0982.jpg","9781438437767","141899"
"STAFF","KOREA 1A","Integrated Korean ","Cho","https://coverimages.verbacompete.com/b93e3a6b-a115-5c3b-a23a-2be9866741d9.jpg","9780824834401","141902"
"STAFF","KOREA 1A","Integrated Korean Wkbk ","Cho","https://coverimages.verbacompete.com/7a46e16c-cb73-5555-815b-d92a3e799b29.jpg","9780824834500","141902"
"STAFF","KOREA 1A","Integrated Korean ","Cho","https://coverimages.verbacompete.com/b93e3a6b-a115-5c3b-a23a-2be9866741d9.jpg","9780824834401","141905"
"STAFF","KOREA 1A","Integrated Korean Wkbk ","Cho","https://coverimages.verbacompete.com/7a46e16c-cb73-5555-815b-d92a3e799b29.jpg","9780824834500","141905"
"STAFF","KOREA 4","Integrated Korean (Txt) ","Cho","https://coverimages.verbacompete.com/e602429b-0a21-5d54-8740-df7ea120a744.jpg","9780824836504","141911"
"STAFF","KOREA 4","Integrated Korean Wkbk (2nd) ","Park","https://coverimages.verbacompete.com/60633292-971c-50c6-8602-b9b337635e76.jpg","9780824836511","141911"
"STAFF","KOREA 4","Integrated Korean (Txt) ","Cho","https://coverimages.verbacompete.com/e602429b-0a21-5d54-8740-df7ea120a744.jpg","9780824836504","141912"
"STAFF","KOREA 4","Integrated Korean Wkbk (2nd) ","Park","https://coverimages.verbacompete.com/60633292-971c-50c6-8602-b9b337635e76.jpg","9780824836511","141912"
"STAFF","KOREA C105A","Integ Korean ","Cho","https://coverimages.verbacompete.com/4d219930-0c85-5898-96b0-1dd34abaa6de.jpg","9780824825690","141913"
"STAFF","KOREA C105A","Integ Korean ","Cho","https://coverimages.verbacompete.com/4d219930-0c85-5898-96b0-1dd34abaa6de.jpg","9780824825690","141914"
"HANSCOM","KOREA C151","Dwarf","Se Hui","https://coverimages.verbacompete.com/5fbd25dc-d0f1-56f2-99d9-860d83b76b0b.jpg","9780824831011","141915"
"HANSCOM","KOREA C151","Guest","Hwang","https://coverimages.verbacompete.com/7075915d-3d4d-5f5b-bcf2-4f1714e62084.jpg","9781583227510","141915"
"HANSCOM","KOREA C151","I Have The Right To Destroy Myself","Kim","https://coverimages.verbacompete.com/5bf25ee1-8910-5691-bf5d-dbd3c8f1a8a0.jpg","9780156030809","141915"
"HANSCOM","KOREA C151","Modern Korean Fiction","Fulton","https://coverimages.verbacompete.com/597a0854-7b9d-59be-a453-075e485c9364.jpg","9780231135139","141915"
"HANSCOM","KOREA C151","Our Twisted Hero","Munyol","https://coverimages.verbacompete.com/25a0ebce-66ed-5ed5-82aa-b43994e8bab4.jpg","9780786866700","141915"
